order_id,shipping_date,shipping_days_actual,shipping_days_scheduled,shipping_mode,delivery_status,late_delivery_risk
65071,2017-08-09 20:55:00,2,4,Standard Class,Advance shipping,0
65289,2017-08-16 01:17:00,5,4,Standard Class,Late delivery,1
67828,2017-09-21 02:49:00,4,4,Standard Class,Shipping on time,0
65057,2017-08-10 16:00:00,3,4,Standard Class,Advance shipping,0
18607,2015-10-02 14:30:00,3,4,Standard Class,Advance shipping,0
13548,2015-07-21 18:07:00,4,4,Standard Class,Shipping on time,0
18278,2015-09-28 19:14:00,4,4,Standard Class,Shipping on time,0
64772,2017-08-06 12:09:00,3,4,Standard Class,Advance shipping,0
13564,2015-07-22 23:43:00,5,4,Standard Class,Late delivery,1
11964,2015-06-29 15:10:00,5,4,Standard Class,Late delivery,1
65205,2017-08-15 19:51:00,6,4,Standard Class,Late delivery,1
64560,2017-08-06 09:53:00,6,4,Standard Class,Shipping canceled,0
4479,2015-03-12 08:50:00,5,4,Standard Class,Late delivery,1
53346,2017-02-19 17:07:00,2,4,Standard Class,Advance shipping,0
4465,2015-03-13 03:56:00,6,4,Standard Class,Late delivery,1
3881,2015-02-28 15:20:00,2,4,Standard Class,Advance shipping,0
61108,2017-06-15 00:30:00,4,4,Standard Class,Shipping on time,0
58206,2017-05-01 15:48:00,2,4,Standard Class,Advance shipping,0
2925,2015-02-18 16:24:00,6,4,Standard Class,Late delivery,1
55481,2017-03-22 21:06:00,2,4,Standard Class,Advance shipping,0
51309,2017-01-23 23:28:00,5,4,Standard Class,Late delivery,1
56637,2017-04-09 18:06:00,3,4,Standard Class,Advance shipping,0
53880,2017-03-03 12:12:00,6,4,Standard Class,Late delivery,1
269,2015-01-09 21:53:00,5,4,Standard Class,Late delivery,1
53663,2017-02-26 08:11:00,4,4,Standard Class,Shipping on time,0
8899,2015-05-15 21:21:00,5,4,Standard Class,Shipping canceled,0
4000,2015-03-06 09:01:00,6,4,Standard Class,Shipping canceled,0
51747,2017-01-28 08:55:00,3,4,Standard Class,Shipping canceled,0
56739,2017-04-13 05:50:00,5,4,Standard Class,Shipping canceled,0
46033,2016-11-06 23:03:00,4,4,Standard Class,Shipping on time,0
31177,2016-04-03 02:20:00,3,4,Standard Class,Advance shipping,0
23770,2015-12-19 23:20:00,6,4,Standard Class,Late delivery,1
22996,2015-12-04 16:10:00,2,4,Standard Class,Advance shipping,0
23203,2015-12-09 16:41:00,4,4,Standard Class,Shipping on time,0
24698,2015-12-31 12:27:00,4,4,Standard Class,Shipping on time,0
27826,2016-02-13 04:20:00,2,4,Standard Class,Advance shipping,0
49269,2016-12-25 04:46:00,5,4,Standard Class,Late delivery,1
24672,2015-12-30 03:21:00,3,4,Standard Class,Advance shipping,0
20992,2015-11-06 10:04:00,3,4,Standard Class,Advance shipping,0
51215,2017-01-23 14:32:00,6,4,Standard Class,Shipping canceled,0
22575,2015-12-02 12:40:00,6,4,Standard Class,Shipping canceled,0
40418,2016-08-16 23:52:00,4,4,Standard Class,Shipping on time,0
36322,2016-06-17 04:51:00,3,4,Standard Class,Advance shipping,0
33418,2016-05-06 19:27:00,4,4,Standard Class,Shipping on time,0
41624,2016-09-04 14:23:00,5,4,Standard Class,Late delivery,1
41510,2016-09-03 22:27:00,6,4,Standard Class,Late delivery,1
62832,2017-07-09 04:29:00,3,4,Standard Class,Advance shipping,0
43198,2016-09-26 13:49:00,4,4,Standard Class,Shipping on time,0
11094,2015-06-16 22:22:00,5,4,Standard Class,Late delivery,1
64791,2017-08-05 18:49:00,2,4,Standard Class,Advance shipping,0
68765,2017-10-06 19:05:00,6,4,Standard Class,Late delivery,1
68334,2017-09-29 12:05:00,5,4,Standard Class,Late delivery,1
44699,2016-10-19 11:42:00,5,4,Standard Class,Late delivery,1
66552,2017-09-01 11:46:00,3,4,Standard Class,Advance shipping,0
63679,2017-07-23 13:14:00,5,4,Standard Class,Shipping canceled,0
7399,2015-04-23 23:50:00,5,4,Standard Class,Late delivery,1
61252,2017-06-16 02:57:00,3,4,Standard Class,Advance shipping,0
8432,2015-05-07 01:45:00,3,4,Standard Class,Advance shipping,0
58934,2017-05-15 06:51:00,5,4,Standard Class,Late delivery,1
1414,2015-01-26 15:02:00,5,4,Standard Class,Late delivery,1
7941,2015-04-28 21:44:00,2,4,Standard Class,Advance shipping,0
53107,2017-02-17 05:23:00,3,4,Standard Class,Advance shipping,0
52882,2017-02-13 22:34:00,3,4,Standard Class,Advance shipping,0
3765,2015-03-02 22:41:00,6,4,Standard Class,Late delivery,1
54986,2017-03-15 15:41:00,2,4,Standard Class,Advance shipping,0
53891,2017-02-27 16:04:00,2,4,Standard Class,Advance shipping,0
54611,2017-03-10 04:18:00,2,4,Standard Class,Advance shipping,0
56712,2017-04-10 20:23:00,3,4,Standard Class,Advance shipping,0
51368,2017-01-23 20:08:00,4,4,Standard Class,Shipping on time,0
8244,2015-05-06 07:53:00,5,4,Standard Class,Late delivery,1
8318,2015-05-06 09:48:00,4,4,Standard Class,Shipping on time,0
58199,2017-05-04 13:21:00,5,4,Standard Class,Shipping canceled,0
45011,2016-10-21 01:00:00,2,4,Standard Class,Advance shipping,0
48452,2016-12-11 06:32:00,3,4,Standard Class,Advance shipping,0
29144,2016-03-06 10:05:00,5,4,Standard Class,Late delivery,1
29908,2016-03-16 13:45:00,4,4,Standard Class,Shipping on time,0
29703,2016-03-13 13:56:00,4,4,Standard Class,Shipping on time,0
30384,2016-03-24 12:31:00,5,4,Standard Class,Late delivery,1
26317,2016-01-23 03:40:00,3,4,Standard Class,Advance shipping,0
20801,2015-11-02 15:09:00,2,4,Standard Class,Advance shipping,0
30570,2016-03-28 05:40:00,6,4,Standard Class,Shipping canceled,0
18407,2015-09-29 16:26:00,3,4,Standard Class,Advance shipping,0
47913,2016-12-04 09:42:00,4,4,Standard Class,Shipping on time,0
20259,2015-10-28 17:16:00,5,4,Standard Class,Late delivery,1
17556,2015-09-16 06:17:00,2,4,Standard Class,Advance shipping,0
12724,2015-07-10 17:26:00,5,4,Standard Class,Late delivery,1
68847,2017-10-04 23:49:00,3,4,Standard Class,Advance shipping,0
66138,2017-08-27 10:44:00,4,4,Standard Class,Shipping on time,0
11460,2015-06-23 06:35:00,6,4,Standard Class,Late delivery,1
19703,2015-10-19 14:29:00,4,4,Standard Class,Shipping on time,0
19705,2015-10-21 15:11:00,6,4,Standard Class,Late delivery,1
12475,2015-07-08 02:11:00,6,4,Standard Class,Late delivery,1
50850,2017-01-18 06:40:00,6,4,Standard Class,Late delivery,1
66324,2017-08-31 03:54:00,5,4,Standard Class,Late delivery,1
63028,2017-07-13 01:09:00,4,4,Standard Class,Shipping on time,0
13066,2015-07-12 17:15:00,2,4,Standard Class,Advance shipping,0
19368,2015-10-14 17:07:00,4,4,Standard Class,Shipping on time,0
65683,2017-08-20 19:19:00,4,4,Standard Class,Shipping on time,0
14355,2015-08-04 12:50:00,6,4,Standard Class,Late delivery,1
16002,2015-08-25 13:51:00,3,4,Standard Class,Advance shipping,0
15226,2015-08-13 05:59:00,2,4,Standard Class,Advance shipping,0
18385,2015-10-02 08:44:00,6,4,Standard Class,Late delivery,1
64039,2017-07-28 19:21:00,5,4,Standard Class,Late delivery,1
11191,2015-06-15 08:21:00,2,4,Standard Class,Advance shipping,0
67971,2017-09-21 04:55:00,2,4,Standard Class,Advance shipping,0
68953,2017-10-07 12:57:00,4,4,Standard Class,Shipping on time,0
68914,2017-10-07 23:17:00,5,4,Standard Class,Late delivery,1
69172,2017-10-09 17:40:00,3,4,Standard Class,Advance shipping,0
69064,2017-10-10 03:50:00,5,4,Standard Class,Late delivery,1
68954,2017-10-08 13:18:00,5,4,Standard Class,Late delivery,1
69314,2017-10-13 19:25:00,5,4,Standard Class,Late delivery,1
71496,2017-11-11 15:52:00,2,4,Standard Class,Advance shipping,0
69361,2017-10-11 11:53:00,2,4,Standard Class,Advance shipping,0
69324,2017-10-13 22:56:00,5,4,Standard Class,Late delivery,1
69372,2017-10-12 15:45:00,3,4,Standard Class,Advance shipping,0
71500,2017-11-15 17:17:00,6,4,Standard Class,Late delivery,1
70979,2017-11-07 02:45:00,5,4,Standard Class,Late delivery,1
70939,2017-11-06 12:44:00,5,4,Standard Class,Late delivery,1
71101,2017-11-05 21:29:00,2,4,Standard Class,Advance shipping,0
69547,2017-10-15 05:03:00,3,4,Standard Class,Advance shipping,0
69780,2017-10-21 14:41:00,6,4,Standard Class,Late delivery,1
14196,2015-07-29 05:08:00,2,4,Standard Class,Advance shipping,0
71182,2017-11-08 01:52:00,3,4,Standard Class,Advance shipping,0
18321,2015-09-27 10:18:00,2,4,Standard Class,Advance shipping,0
66334,2017-08-31 07:24:00,5,4,Standard Class,Late delivery,1
17290,2015-09-16 09:06:00,6,4,Standard Class,Late delivery,1
71268,2017-11-10 08:00:00,4,4,Standard Class,Shipping on time,0
15568,2015-08-20 05:48:00,4,4,Standard Class,Shipping on time,0
14776,2015-08-06 16:20:00,2,4,Standard Class,Advance shipping,0
19769,2015-10-21 13:36:00,5,4,Standard Class,Late delivery,1
16616,2015-09-02 12:58:00,2,4,Standard Class,Advance shipping,0
12745,2015-07-12 00:47:00,6,4,Standard Class,Late delivery,1
70311,2017-10-25 08:43:00,2,4,Standard Class,Advance shipping,0
15589,2015-08-21 13:10:00,5,4,Standard Class,Late delivery,1
70345,2017-10-29 20:38:00,6,4,Standard Class,Late delivery,1
64833,2017-08-08 09:32:00,4,4,Standard Class,Shipping on time,0
13811,2015-07-23 14:15:00,2,4,Standard Class,Advance shipping,0
11736,2015-06-23 07:17:00,2,4,Standard Class,Advance shipping,0
13546,2015-07-19 17:25:00,2,4,Standard Class,Advance shipping,0
15297,2015-08-15 06:52:00,3,4,Standard Class,Advance shipping,0
11541,2015-06-20 10:58:00,2,4,Standard Class,Advance shipping,0
17124,2015-09-12 22:56:00,5,4,Standard Class,Late delivery,1
65805,2017-08-24 14:04:00,6,4,Standard Class,Late delivery,1
17600,2015-09-20 21:42:00,6,4,Standard Class,Late delivery,1
69187,2017-10-09 22:56:00,3,4,Standard Class,Advance shipping,0
69125,2017-10-12 01:12:00,6,4,Standard Class,Late delivery,1
69062,2017-10-08 03:08:00,3,4,Standard Class,Advance shipping,0
61274,2017-06-18 10:39:00,5,4,Standard Class,Late delivery,1
4073,2015-03-05 10:36:00,4,4,Standard Class,Shipping on time,0
53525,2017-02-26 07:50:00,6,4,Standard Class,Late delivery,1
9061,2015-05-15 06:07:00,2,4,Standard Class,Advance shipping,0
51847,2017-01-29 19:57:00,3,4,Standard Class,Advance shipping,0
988,2015-01-19 09:47:00,4,4,Standard Class,Shipping on time,0
1694,2015-01-30 17:08:00,5,4,Standard Class,Late delivery,1
1702,2015-01-28 19:56:00,3,4,Standard Class,Advance shipping,0
10120,2015-06-03 17:08:00,6,4,Standard Class,Late delivery,1
56456,2017-04-06 02:42:00,2,4,Standard Class,Advance shipping,0
9156,2015-05-16 15:24:00,2,4,Standard Class,Advance shipping,0
7605,2015-04-28 00:01:00,6,4,Standard Class,Late delivery,1
9853,2015-05-28 19:35:00,4,4,Standard Class,Shipping on time,0
8461,2015-05-06 11:54:00,2,4,Standard Class,Advance shipping,0
8068,2015-05-02 18:13:00,4,4,Standard Class,Shipping on time,0
7291,2015-04-19 10:00:00,2,4,Standard Class,Advance shipping,0
51857,2017-01-29 23:28:00,3,4,Standard Class,Advance shipping,0
53644,2017-02-27 01:31:00,5,4,Standard Class,Late delivery,1
4743,2015-03-15 05:20:00,4,4,Standard Class,Shipping on time,0
53688,2017-02-26 16:56:00,4,4,Standard Class,Shipping on time,0
105,2015-01-08 12:26:00,6,4,Standard Class,Late delivery,1
10082,2015-05-31 03:49:00,3,4,Standard Class,Advance shipping,0
53847,2017-02-28 00:39:00,3,4,Standard Class,Advance shipping,0
58930,2017-05-16 05:27:00,6,4,Standard Class,Late delivery,1
9715,2015-05-28 19:14:00,6,4,Standard Class,Late delivery,1
10202,2015-06-01 21:51:00,3,4,Standard Class,Advance shipping,0
4961,2015-03-16 09:42:00,2,4,Standard Class,Advance shipping,0
57948,2017-04-29 21:24:00,4,4,Standard Class,Shipping on time,0
3705,2015-03-02 01:40:00,6,4,Standard Class,Late delivery,1
61315,2017-06-20 01:01:00,6,4,Standard Class,Late delivery,1
4028,2015-03-04 18:50:00,4,4,Standard Class,Shipping on time,0
5316,2015-03-21 14:04:00,2,4,Standard Class,Advance shipping,0
56990,2017-04-17 21:47:00,6,4,Standard Class,Late delivery,1
7440,2015-04-25 14:12:00,6,4,Standard Class,Late delivery,1
1250,2015-01-25 05:34:00,6,4,Standard Class,Late delivery,1
3988,2015-03-04 04:49:00,4,4,Standard Class,Shipping on time,0
3615,2015-02-28 18:08:00,6,4,Standard Class,Late delivery,1
9892,2015-05-28 09:15:00,3,4,Standard Class,Advance shipping,0
9735,2015-05-29 02:15:00,6,4,Standard Class,Late delivery,1
57068,2017-04-17 01:06:00,4,4,Standard Class,Shipping on time,0
52066,2017-02-01 00:41:00,2,4,Standard Class,Advance shipping,0
54230,2017-03-08 14:50:00,6,4,Standard Class,Late delivery,1
1035,2015-01-22 02:15:00,6,4,Standard Class,Late delivery,1
8592,2015-05-09 09:48:00,3,4,Standard Class,Advance shipping,0
5667,2015-03-27 17:03:00,3,4,Standard Class,Advance shipping,0
6130,2015-04-06 11:15:00,6,4,Standard Class,Late delivery,1
58669,2017-05-11 10:00:00,5,4,Standard Class,Late delivery,1
9045,2015-05-19 00:30:00,6,4,Standard Class,Late delivery,1
52641,2017-02-09 10:08:00,2,4,Standard Class,Advance shipping,0
58666,2017-05-08 08:57:00,2,4,Standard Class,Advance shipping,0
58154,2017-05-03 21:35:00,5,4,Standard Class,Late delivery,1
6435,2015-04-10 22:07:00,6,4,Standard Class,Late delivery,1
6055,2015-04-05 08:59:00,6,4,Standard Class,Late delivery,1
8100,2015-05-05 05:26:00,6,4,Standard Class,Late delivery,1
58219,2017-05-04 20:21:00,5,4,Standard Class,Late delivery,1
8263,2015-05-05 14:32:00,4,4,Standard Class,Shipping on time,0
56213,2017-04-04 13:34:00,4,4,Standard Class,Shipping on time,0
58105,2017-05-04 04:25:00,6,4,Standard Class,Late delivery,1
52879,2017-02-15 21:31:00,5,4,Standard Class,Late delivery,1
9884,2015-05-30 06:27:00,5,4,Standard Class,Late delivery,1
9872,2015-05-28 02:15:00,3,4,Standard Class,Advance shipping,0
7417,2015-04-22 06:09:00,3,4,Standard Class,Advance shipping,0
2591,2015-02-09 19:23:00,2,4,Standard Class,Advance shipping,0
6675,2015-04-14 10:11:00,6,4,Standard Class,Late delivery,1
9414,2015-05-23 09:47:00,5,4,Standard Class,Late delivery,1
1777,2015-01-29 22:12:00,3,4,Standard Class,Advance shipping,0
9028,2015-05-16 18:33:00,4,4,Standard Class,Shipping on time,0
7082,2015-04-17 08:47:00,3,4,Standard Class,Advance shipping,0
53809,2017-03-01 11:20:00,5,4,Standard Class,Late delivery,1
59479,2017-05-23 05:47:00,5,4,Standard Class,Late delivery,1
613,2015-01-13 22:24:00,4,4,Standard Class,Shipping on time,0
54478,2017-03-10 05:43:00,4,4,Standard Class,Shipping on time,0
52492,2017-02-08 05:56:00,3,4,Standard Class,Advance shipping,0
10272,2015-06-02 22:23:00,3,4,Standard Class,Advance shipping,0
6749,2015-04-14 12:07:00,5,4,Standard Class,Late delivery,1
53693,2017-02-26 18:41:00,4,4,Standard Class,Shipping on time,0
53211,2017-02-17 17:49:00,2,4,Standard Class,Advance shipping,0
8226,2015-05-03 01:35:00,2,4,Standard Class,Advance shipping,0
55709,2017-03-29 04:59:00,5,4,Standard Class,Late delivery,1
8473,2015-05-08 16:07:00,4,4,Standard Class,Shipping on time,0
2299,2015-02-08 13:05:00,5,4,Standard Class,Late delivery,1
6805,2015-04-16 07:44:00,6,4,Standard Class,Late delivery,1
10258,2015-06-03 17:29:00,4,4,Standard Class,Shipping on time,0
7732,2015-04-26 20:30:00,3,4,Standard Class,Advance shipping,0
1611,2015-01-26 12:03:00,2,4,Standard Class,Advance shipping,0
10071,2015-05-29 23:58:00,2,4,Standard Class,Advance shipping,0
5148,2015-03-21 03:13:00,4,4,Standard Class,Shipping on time,0
2340,2015-02-10 03:27:00,6,4,Standard Class,Late delivery,1
1006,2015-01-17 16:05:00,2,4,Standard Class,Advance shipping,0
54015,2017-03-05 11:30:00,6,4,Standard Class,Late delivery,1
71,2015-01-04 00:31:00,2,4,Standard Class,Advance shipping,0
2805,2015-02-16 22:21:00,6,4,Standard Class,Late delivery,1
53135,2017-02-20 15:12:00,6,4,Standard Class,Late delivery,1
7244,2015-04-21 17:32:00,5,4,Standard Class,Late delivery,1
60099,2017-06-01 07:00:00,5,4,Standard Class,Late delivery,1
6721,2015-04-11 02:18:00,2,4,Standard Class,Advance shipping,0
8342,2015-05-05 18:13:00,3,4,Standard Class,Advance shipping,0
61459,2017-06-21 03:28:00,5,4,Standard Class,Late delivery,1
8616,2015-05-08 18:13:00,2,4,Standard Class,Advance shipping,0
8180,2015-05-06 09:28:00,6,4,Standard Class,Late delivery,1
4426,2015-03-08 14:16:00,2,4,Standard Class,Advance shipping,0
56949,2017-04-16 07:25:00,5,4,Standard Class,Late delivery,1
2979,2015-02-18 11:19:00,5,4,Standard Class,Late delivery,1
1390,2015-01-27 06:37:00,6,4,Standard Class,Late delivery,1
3738,2015-02-28 13:14:00,4,4,Standard Class,Shipping on time,0
5448,2015-03-25 12:19:00,4,4,Standard Class,Shipping on time,0
2600,2015-02-13 22:32:00,6,4,Standard Class,Late delivery,1
1200,2015-01-24 12:03:00,6,4,Standard Class,Late delivery,1
3678,2015-02-27 16:13:00,4,4,Standard Class,Shipping on time,0
10070,2015-06-02 23:37:00,6,4,Standard Class,Late delivery,1
5903,2015-04-01 03:44:00,4,4,Standard Class,Shipping on time,0
9879,2015-05-30 04:42:00,5,4,Standard Class,Late delivery,1
3560,2015-02-27 22:52:00,6,4,Standard Class,Late delivery,1
55578,2017-03-26 07:05:00,4,4,Standard Class,Shipping on time,0
6175,2015-04-07 03:01:00,6,4,Standard Class,Late delivery,1
54017,2017-03-02 12:12:00,3,4,Standard Class,Advance shipping,0
6852,2015-04-14 00:12:00,3,4,Standard Class,Advance shipping,0
60696,2017-06-07 00:09:00,2,4,Standard Class,Advance shipping,0
520,2015-01-14 13:49:00,6,4,Standard Class,Late delivery,1
5867,2015-03-30 15:07:00,3,4,Standard Class,Advance shipping,0
2480,2015-02-12 04:30:00,6,4,Standard Class,Late delivery,1
1809,2015-02-01 09:25:00,5,4,Standard Class,Late delivery,1
7740,2015-04-29 23:18:00,6,4,Standard Class,Late delivery,1
8307,2015-05-05 05:57:00,3,4,Standard Class,Advance shipping,0
7489,2015-04-25 07:22:00,5,4,Standard Class,Late delivery,1
10137,2015-05-31 23:05:00,3,4,Standard Class,Advance shipping,0
7872,2015-04-28 21:33:00,3,4,Standard Class,Advance shipping,0
58970,2017-05-16 19:28:00,6,4,Standard Class,Late delivery,1
768,2015-01-16 04:42:00,4,4,Standard Class,Shipping on time,0
7553,2015-04-25 05:48:00,4,4,Standard Class,Shipping on time,0
437,2015-01-10 08:45:00,3,4,Standard Class,Advance shipping,0
1547,2015-01-26 13:37:00,3,4,Standard Class,Advance shipping,0
9889,2015-05-30 08:12:00,5,4,Standard Class,Late delivery,1
7153,2015-04-19 09:39:00,4,4,Standard Class,Shipping on time,0
7072,2015-04-17 05:17:00,3,4,Standard Class,Advance shipping,0
53118,2017-02-18 09:15:00,4,4,Standard Class,Shipping on time,0
6528,2015-04-10 06:41:00,4,4,Standard Class,Shipping on time,0
3288,2015-02-21 23:34:00,4,4,Standard Class,Shipping on time,0
8730,2015-05-14 10:09:00,6,4,Standard Class,Late delivery,1
8065,2015-05-04 17:10:00,6,4,Standard Class,Late delivery,1
52557,2017-02-09 04:42:00,3,4,Standard Class,Advance shipping,0
56692,2017-04-10 13:22:00,3,4,Standard Class,Advance shipping,0
8283,2015-05-05 21:33:00,4,4,Standard Class,Shipping on time,0
10045,2015-06-02 14:51:00,6,4,Standard Class,Late delivery,1
7101,2015-04-16 15:26:00,2,4,Standard Class,Advance shipping,0
7573,2015-04-25 12:48:00,4,4,Standard Class,Shipping on time,0
6406,2015-04-06 11:57:00,2,4,Standard Class,Advance shipping,0
56565,2017-04-11 16:53:00,6,4,Standard Class,Late delivery,1
637,2015-01-13 06:49:00,3,4,Standard Class,Advance shipping,0
8027,2015-05-01 03:51:00,3,4,Standard Class,Advance shipping,0
51651,2017-01-25 23:17:00,2,4,Standard Class,Advance shipping,0
4631,2015-03-11 14:05:00,2,4,Standard Class,Advance shipping,0
8996,2015-05-14 07:20:00,2,4,Standard Class,Advance shipping,0
3227,2015-02-20 02:12:00,3,4,Standard Class,Advance shipping,0
53616,2017-02-23 15:43:00,2,4,Standard Class,Advance shipping,0
6927,2015-04-15 02:29:00,3,4,Standard Class,Advance shipping,0
58560,2017-05-10 19:49:00,6,4,Standard Class,Late delivery,1
54233,2017-03-06 15:53:00,4,4,Standard Class,Shipping on time,0
6928,2015-04-16 02:50:00,4,4,Standard Class,Shipping on time,0
4569,2015-03-13 16:22:00,5,4,Standard Class,Late delivery,1
398,2015-01-10 19:05:00,4,4,Standard Class,Shipping on time,0
58869,2017-05-14 08:04:00,5,4,Standard Class,Late delivery,1
8761,2015-05-10 21:01:00,2,4,Standard Class,Advance shipping,0
8135,2015-05-05 17:42:00,6,4,Standard Class,Late delivery,1
2497,2015-02-09 10:27:00,3,4,Standard Class,Advance shipping,0
53624,2017-02-26 18:31:00,5,4,Standard Class,Late delivery,1
56042,2017-04-01 01:39:00,3,4,Standard Class,Advance shipping,0
74645,2017-12-31 15:07:00,6,4,Standard Class,Late delivery,1
74625,2017-12-31 08:06:00,6,4,Standard Class,Late delivery,1
75698,2018-01-14 00:01:00,4,4,Standard Class,Shipping on time,0
75554,2018-01-12 21:34:00,5,4,Standard Class,Late delivery,1
73022,2017-12-04 22:30:00,3,4,Standard Class,Advance shipping,0
72968,2017-12-05 03:35:00,4,4,Standard Class,Shipping on time,0
73057,2017-12-05 10:46:00,3,4,Standard Class,Advance shipping,0
75619,2018-01-13 20:21:00,5,4,Standard Class,Late delivery,1
72198,2017-11-23 21:49:00,4,4,Standard Class,Shipping on time,0
75306,2018-01-06 06:41:00,2,4,Standard Class,Advance shipping,0
75250,2018-01-09 11:04:00,6,4,Standard Class,Late delivery,1
75249,2018-01-08 10:43:00,5,4,Standard Class,Late delivery,1
72247,2017-11-23 14:59:00,3,4,Standard Class,Advance shipping,0
72299,2017-11-26 09:12:00,5,4,Standard Class,Late delivery,1
72170,2017-11-25 12:00:00,6,4,Standard Class,Late delivery,1
23258,2015-12-10 11:57:00,4,4,Standard Class,Shipping on time,0
29559,2016-03-12 11:29:00,5,4,Standard Class,Late delivery,1
20340,2015-10-30 21:39:00,6,4,Standard Class,Late delivery,1
23911,2015-12-18 00:44:00,2,4,Standard Class,Advance shipping,0
25279,2016-01-10 00:00:00,5,4,Standard Class,Late delivery,1
29819,2016-03-16 06:34:00,5,4,Standard Class,Late delivery,1
23785,2015-12-20 04:35:00,6,4,Standard Class,Late delivery,1
22619,2015-12-02 04:05:00,5,4,Standard Class,Late delivery,1
76839,2018-01-31 15:46:00,5,4,Standard Class,Late delivery,1
30503,2016-03-25 06:12:00,4,4,Standard Class,Shipping on time,0
22702,2015-12-01 09:10:00,3,4,Standard Class,Advance shipping,0
73810,2017-12-19 10:34:00,6,4,Standard Class,Late delivery,1
25136,2016-01-04 21:54:00,2,4,Standard Class,Advance shipping,0
23187,2015-12-08 11:05:00,3,4,Standard Class,Advance shipping,0
73792,2017-12-16 04:16:00,3,4,Standard Class,Advance shipping,0
41329,2016-08-31 07:02:00,5,4,Standard Class,Late delivery,1
20517,2015-10-30 11:40:00,3,4,Standard Class,Advance shipping,0
24980,2016-01-06 15:15:00,6,4,Standard Class,Late delivery,1
20994,2015-11-08 10:46:00,5,4,Standard Class,Late delivery,1
47953,2016-12-04 23:43:00,4,4,Standard Class,Shipping on time,0
47587,2016-11-28 15:29:00,3,4,Standard Class,Advance shipping,0
21737,2015-11-17 07:05:00,3,4,Standard Class,Advance shipping,0
29557,2016-03-10 10:47:00,3,4,Standard Class,Advance shipping,0
48305,2016-12-12 03:02:00,6,4,Standard Class,Late delivery,1
30117,2016-03-18 14:58:00,3,4,Standard Class,Advance shipping,0
23290,2015-12-12 23:10:00,6,4,Standard Class,Late delivery,1
20706,2015-11-01 05:53:00,2,4,Standard Class,Advance shipping,0
21147,2015-11-08 16:23:00,3,4,Standard Class,Advance shipping,0
27021,2016-02-01 10:18:00,2,4,Standard Class,Advance shipping,0
27171,2016-02-03 14:51:00,2,4,Standard Class,Advance shipping,0
26359,2016-01-25 18:22:00,5,4,Standard Class,Late delivery,1
24484,2015-12-29 09:29:00,5,4,Standard Class,Late delivery,1
74815,2018-01-03 02:40:00,6,4,Standard Class,Late delivery,1
72410,2017-11-29 00:05:00,6,4,Standard Class,Late delivery,1
72518,2017-11-28 13:56:00,4,4,Standard Class,Shipping on time,0
20499,2015-11-01 05:21:00,5,4,Standard Class,Late delivery,1
77067,2018-02-01 23:39:00,3,4,Standard Class,Advance shipping,0
24701,2015-12-29 13:30:00,2,4,Standard Class,Advance shipping,0
22805,2015-12-05 21:15:00,6,4,Standard Class,Late delivery,1
22106,2015-11-21 16:21:00,2,4,Standard Class,Advance shipping,0
22734,2015-12-03 20:22:00,5,4,Standard Class,Late delivery,1
26672,2016-01-28 08:02:00,3,4,Standard Class,Advance shipping,0
74830,2018-01-03 07:55:00,6,4,Standard Class,Late delivery,1
25810,2016-01-18 18:02:00,6,4,Standard Class,Late delivery,1
29178,2016-03-05 22:00:00,4,4,Standard Class,Shipping on time,0
27676,2016-02-10 23:47:00,2,4,Standard Class,Advance shipping,0
74757,2017-12-30 06:21:00,3,4,Standard Class,Advance shipping,0
21772,2015-11-17 19:21:00,3,4,Standard Class,Advance shipping,0
23528,2015-12-14 10:33:00,4,4,Standard Class,Shipping on time,0
76884,2018-02-01 07:32:00,5,4,Standard Class,Late delivery,1
30771,2016-03-27 04:06:00,2,4,Standard Class,Advance shipping,0
74756,2017-12-29 06:00:00,2,4,Standard Class,Advance shipping,0
23457,2015-12-12 09:40:00,3,4,Standard Class,Advance shipping,0
28861,2016-02-28 06:56:00,2,4,Standard Class,Advance shipping,0
77171,2018-02-02 12:05:00,2,4,Standard Class,Advance shipping,0
73727,2017-12-15 05:30:00,3,4,Standard Class,Advance shipping,0
25354,2016-01-11 02:17:00,5,4,Standard Class,Late delivery,1
72493,2017-11-28 05:10:00,4,4,Standard Class,Shipping on time,0
30154,2016-03-21 03:56:00,5,4,Standard Class,Late delivery,1
73726,2017-12-14 05:09:00,2,4,Standard Class,Advance shipping,0
77115,2018-02-05 16:28:00,6,4,Standard Class,Late delivery,1
47210,2016-11-26 03:24:00,6,4,Standard Class,Late delivery,1
30234,2016-03-22 07:58:00,5,4,Standard Class,Late delivery,1
76952,2018-01-31 07:21:00,3,4,Standard Class,Advance shipping,0
26229,2016-01-23 20:50:00,5,4,Standard Class,Late delivery,1
77113,2018-02-03 15:46:00,4,4,Standard Class,Shipping on time,0
74191,2017-12-21 00:03:00,2,4,Standard Class,Advance shipping,0
31160,2016-04-05 20:23:00,6,4,Standard Class,Late delivery,1
28459,2016-02-25 10:06:00,5,4,Standard Class,Late delivery,1
21393,2015-11-13 06:34:00,4,4,Standard Class,Shipping on time,0
77077,2018-02-02 03:09:00,3,4,Standard Class,Advance shipping,0
22837,2015-12-03 08:28:00,3,4,Standard Class,Advance shipping,0
73921,2017-12-17 01:28:00,2,4,Standard Class,Advance shipping,0
30449,2016-03-25 11:17:00,5,4,Standard Class,Late delivery,1
